INVENTORY_YEAR,INVENTORY_MONTH,PRODUCT_NUMBER,INVENTORY_COUNT
2022,12,88,7478,
2022,12,89,8560,
2022,12,90,16804,
2022,12,91,8450,
2022,12,92,4193,
2022,12,93,12674,
2022,12,94,10030,
2022,12,95,7886,
2022,12,96,1966,
2022,12,97,1139,
2022,12,98,5659,
2022,12,99,3295,
2022,12,100,2354,
2022,12,101,2037,
2022,12,102,1510,
2022,12,103,670,
2022,12,104,853,
2022,12,105,1581,
2022,12,106,1553,
2022,12,107,673,
2022,12,108,862,
2022,12,109,2065,
2022,12,110,2425,
2022,12,111,1128,
2022,12,112,7810,
2022,12,113,3485,
2022,12,114,350,
2022,12,115,3310,
